date,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Sub_metering_4,Month,Weekday,WeekOfYear,Median_active_power,Lagged_active_power,median_residual
2007-02-24,714.9220000000017,122.20199999999964,239.86310416666686,3003.600000000036,0.0,363.0,3562.0,7990.366666666679,2,5,8,2218.8830000000025,1313.4800000000025,-1503.9610000000007
2007-02-25,501.7400000000009,113.7359999999999,241.6815486111109,2105.600000000002,0.0,329.0,1660.0,6373.333333333355,2,6,8,2014.5140000000008,714.9220000000017,-1512.774
2007-02-26,568.484,108.27999999999987,241.27359027777786,2388.7999999999993,0.0,331.0,2830.0,6313.733333333344,2,0,9,1668.6479999999992,501.7400000000009,-1100.1639999999993
2007-02-27,518.1119999999974,113.20399999999992,242.94427083333358,2195.4000000000106,0.0,314.0,1924.0,6397.199999999985,2,1,9,1833.072999999998,568.484,-1314.9610000000007
2007-02-28,520.774000000001,113.37199999999987,242.15959027777745,2201.000000000009,0.0,340.0,1973.0,6366.566666666663,2,2,9,2000.7189999999991,518.1119999999974,-1479.9449999999981
2007-03-01,517.5640000000016,107.6279999999997,241.32140277777768,2172.8000000000075,0.0,316.0,1980.0,6330.066666666682,3,3,9,1562.6820000000016,520.774000000001,-1045.118
2007-03-02,515.6880000000006,107.0079999999997,240.59159722222202,2169.800000000006,0.0,340.0,1969.0,6285.799999999998,3,4,9,1651.2839999999976,517.5640000000016,-1135.595999999997
2007-03-03,819.1220000000008,134.99199999999985,241.28808333333322,3457.6000000000117,0.0,347.0,4597.0,8708.033333333333,3,5,9,2040.8030000000012,515.6880000000006,-1221.6810000000005
2007-03-04,2090.7000000000007,175.6820000000002,240.02979861111137,8867.799999999988,1476.0,8711.0,9408.0,15250.00000000001,3,6,9,2016.3810000000012,819.1220000000008,74.3189999999995
2007-03-05,2660.332000000001,205.9559999999996,240.03090972222233,11290.000000000024,5727.0,12109.0,10026.0,16476.86666666667,3,0,10,1618.6860000000006,2090.7000000000007,1041.6460000000002
2007-03-06,1246.4999999999975,186.14800000000056,240.98806944444462,5321.800000000013,0.0,1740.0,4700.0,14335.000000000036,3,1,10,1822.8219999999992,2660.332000000001,-576.3220000000017
2007-03-07,2375.2060000000024,171.1999999999993,240.3235625000004,9986.399999999998,1076.0,4761.0,15513.0,18236.766666666645,3,2,10,1842.1299999999994,1246.4999999999975,533.076000000003
2007-03-08,1572.1319999999967,187.40400000000076,240.66542361111092,6717.800000000041,2180.0,3385.0,6655.0,13982.200000000004,3,3,10,1562.6820000000016,2375.2060000000024,9.449999999995043
2007-03-09,1272.6119999999996,119.23799999999964,240.88846527777787,5372.999999999995,1093.0,345.0,8631.0,11141.200000000008,3,4,10,1651.2839999999976,1572.1319999999967,-378.671999999998
2007-03-10,2484.7120000000077,243.52799999999962,239.8028333333331,10572.39999999997,4130.0,5422.0,10979.0,20880.866666666654,3,5,10,2040.8030000000012,1272.6119999999996,443.9090000000065
2007-03-11,3480.6360000000013,173.37399999999988,240.007291666666,14574.99999999998,4810.0,3420.0,9500.0,40280.599999999984,3,6,10,2016.3810000000012,2484.7120000000077,1464.255
2007-03-12,1950.6680000000006,134.42199999999966,240.55871527777785,8248.999999999965,1403.0,2841.0,12353.0,15914.133333333351,3,0,11,1618.6860000000006,3480.6360000000013,331.98199999999997
2007-03-13,1290.1440000000034,126.71799999999979,240.8979652777777,5480.200000000006,1350.0,3859.0,5323.0,10970.399999999994,3,1,11,1822.8219999999992,1950.6680000000006,-532.6779999999958
2007-03-14,1793.3639999999998,157.52199999999976,240.77729166666626,7585.199999999995,3485.0,480.0,8607.0,17317.400000000005,3,2,11,1842.1299999999994,1290.1440000000034,-48.76599999999962
2007-03-15,1884.8140000000005,159.32600000000022,240.2804930555553,7953.400000000007,0.0,3263.0,11036.0,17114.566666666702,3,3,11,1562.6820000000016,1793.3639999999998,322.1319999999989
2007-03-16,1702.0539999999992,130.20799999999969,239.5271319444444,7189.000000000003,1106.0,4604.0,5370.0,17287.566666666666,3,4,11,1651.2839999999976,1884.8140000000005,50.77000000000157
2007-03-17,2028.0900000000022,127.0679999999997,238.2246527777776,8562.400000000001,2208.0,359.0,12275.0,18959.499999999975,3,5,11,2040.8030000000012,1702.0539999999992,-12.712999999999056
2007-03-18,2371.045999999996,241.45000000000047,241.0478194444448,10091.400000000021,6564.0,7369.0,5856.0,19728.43333333337,3,6,11,2016.3810000000012,2028.0900000000022,354.66499999999496
2007-03-19,2152.5179999999987,144.76400000000004,240.49709027777809,9046.000000000004,1648.0,2686.0,14118.0,17423.299999999992,3,0,12,1618.6860000000006,2371.045999999996,533.8319999999981
2007-03-20,2086.228,164.87000000000003,240.81563888888886,8857.799999999961,3745.0,2837.0,11255.0,16933.466666666685,3,1,12,1822.8219999999992,2152.5179999999987,263.40600000000086
2007-03-21,2142.0920000000006,142.8300000000001,240.9866458333335,8981.599999999995,1865.0,4133.0,12335.0,17368.533333333333,3,2,12,1842.1299999999994,2086.228,299.9620000000011
2007-03-22,1454.9779999999996,113.826,241.76352777777763,6081.199999999984,353.0,736.0,10462.0,12698.633333333335,3,3,12,1562.6820000000016,2142.0920000000006,-107.704000000002
2007-03-23,1309.008,119.48799999999996,241.64547916666686,5477.400000000015,1127.0,777.0,8369.0,11543.800000000012,3,4,12,1651.2839999999976,1454.9779999999996,-342.27599999999757
2007-03-24,2968.430000000003,191.02399999999997,239.70447222222225,12532.80000000001,3707.0,5797.0,16382.0,23587.833333333336,3,5,12,2040.8030000000012,1309.008,927.6270000000018
2007-03-25,3338.404000000002,236.1240000000002,240.03072222222252,14000.000000000002,4630.0,3600.0,9375.0,38035.066666666666,3,6,12,2016.3810000000012,2968.430000000003,1322.0230000000006
2007-03-26,1416.0819999999994,160.96600000000055,241.33681249999958,6023.600000000002,1088.0,344.0,9096.0,13073.366666666667,3,0,13,1618.6860000000006,3338.404000000002,-202.60400000000118
2007-03-27,1105.14,151.7259999999999,240.60197916666698,4747.000000000013,0.0,3019.0,3697.0,11703.0,3,1,13,1822.8219999999992,1416.0819999999994,-717.6819999999991
2007-03-28,2333.898000000001,196.51799999999974,240.44461111111087,9870.599999999986,1122.0,8527.0,13888.0,15361.300000000007,3,2,13,1842.1299999999994,1105.14,491.7680000000016
2007-03-29,1590.405999999999,198.69600000000003,240.5366875,6734.6000000000195,1162.0,460.0,10724.0,14160.766666666656,3,3,13,1562.6820000000016,2333.898000000001,27.72399999999743
2007-03-30,1402.3939999999975,181.12799999999973,241.0392291666669,6032.999999999994,1094.0,468.0,8217.0,13594.233333333344,3,4,13,1651.2839999999976,1590.405999999999,-248.8900000000001
2007-03-31,3509.510000000001,231.5040000000003,239.26077083333337,14781.19999999998,2620.0,7707.0,17682.0,30482.83333333335,3,5,13,2040.8030000000012,1402.3939999999975,1468.7069999999999
2007-04-01,2785.952000000006,202.552,240.024486111112,11735.2,4629.0,5401.0,19509.0,16893.533333333326,4,6,13,1608.8159999999975,3509.510000000001,1177.1360000000086
2007-04-02,1960.7780000000039,174.33599999999993,240.4601180555556,8226.199999999992,1755.0,970.0,16641.0,13313.633333333326,4,0,14,1351.6280000000004,2785.952000000006,609.1500000000035
2007-04-03,1642.819999999997,168.76,240.50495833333332,6978.599999999989,3630.0,1042.0,7637.0,15071.333333333325,4,1,14,1642.819999999997,1960.7780000000039,0.0
2007-04-04,2051.8679999999968,172.31800000000018,240.33178472222212,8620.199999999975,3434.0,420.0,14748.0,15595.79999999999,4,2,14,1492.6309999999985,1642.819999999997,559.2369999999983
2007-04-05,1844.078,244.5380000000004,241.17310416666652,7907.799999999998,1086.0,4277.0,10523.0,14848.633333333306,4,3,14,1469.3250000000007,2051.8679999999968,374.75299999999925
2007-04-06,1601.1400000000006,143.21399999999957,241.1844513888887,6751.5999999999985,0.0,5466.0,9166.0,12053.66666666665,4,4,14,1363.2600000000016,1844.078,237.87999999999897
2007-04-07,1553.9239999999988,138.72999999999988,240.37859027777787,6572.999999999992,1127.0,3111.0,5923.0,15737.733333333317,4,5,14,1615.6839999999986,1601.1400000000006,-61.75999999999976
2007-04-08,1608.8159999999975,135.88199999999998,240.34918055555585,6796.599999999987,0.0,485.0,3545.0,22783.60000000001,4,6,14,1608.8159999999975,1553.9239999999988,0.0
2007-04-09,1000.9200000000028,160.11000000000013,240.5504861111108,4283.399999999997,2667.0,514.0,3801.0,9700.000000000024,4,0,15,1351.6280000000004,1608.8159999999975,-350.7079999999976
2007-04-10,777.3640000000003,148.93999999999986,240.8137013888889,3380.1999999999907,209.0,742.0,2572.0,9433.066666666678,4,1,15,1642.819999999997,1000.9200000000028,-865.4559999999967
2007-04-11,887.4820000000022,192.44600000000057,241.1548263888888,3771.000000000009,0.0,1112.0,6421.0,7258.366666666682,4,2,15,1492.6309999999985,777.3640000000003,-605.1489999999962
2007-04-12,537.7060000000008,147.8120000000003,240.25606250000016,2301.0000000000086,0.0,541.0,1818.0,6602.766666666664,4,3,15,1469.3250000000007,887.4820000000022,-931.6189999999999
2007-04-13,551.0220000000013,151.64,240.05048611111104,2366.4000000000033,0.0,558.0,1988.0,6637.699999999988,4,4,15,1363.2600000000016,537.7060000000008,-812.2380000000003
2007-04-14,554.2680000000017,155.60999999999962,240.31314583333386,2377.9999999999977,0.0,578.0,2008.0,6651.8000000000075,4,5,15,1615.6839999999986,551.0220000000013,-1061.415999999997
2007-04-15,726.1640000000003,171.5439999999992,240.23668750000007,3148.5999999999976,0.0,1026.0,2893.0,8183.733333333344,4,6,15,1608.8159999999975,554.2680000000017,-882.6519999999972
2007-04-16,952.3899999999996,186.0739999999997,240.6571388888883,4136.399999999995,952.0,1305.0,4656.0,8960.166666666662,4,0,16,1351.6280000000004,726.1640000000003,-399.23800000000074
2007-04-17,1223.7340000000015,218.35399999999973,240.19566666666668,5314.7999999999965,1532.0,389.0,6199.0,12275.566666666655,4,1,16,1642.819999999997,952.3899999999996,-419.08599999999547
2007-04-18,998.2460000000003,165.2239999999997,240.14677777777786,4313.399999999983,1579.0,355.0,3430.0,11273.433333333325,4,2,16,1492.6309999999985,1223.7340000000015,-494.3849999999982
2007-04-19,1028.6580000000038,149.65999999999985,240.42984027777786,4400.399999999994,733.0,1605.0,5748.0,9058.299999999981,4,3,16,1469.3250000000007,998.2460000000003,-440.66699999999696
2007-04-20,822.5799999999997,145.64599999999976,240.1328958333337,3592.599999999999,1069.0,360.0,3499.0,8781.666666666659,4,4,16,1363.2600000000016,1028.6580000000038,-540.6800000000019
2007-04-21,1673.655999999998,212.65799999999984,239.21323611111092,7251.4,6575.0,463.0,11129.0,9727.266666666665,4,5,16,1615.6839999999986,822.5799999999997,57.9719999999993
2007-04-22,2233.714000000001,267.1940000000004,239.60888194444482,9631.40000000001,4264.0,2287.0,11102.0,19575.566666666684,4,6,16,1608.8159999999975,1673.655999999998,624.8980000000033
2007-04-23,1054.5659999999993,135.64000000000013,237.23564583333308,4700.4,1402.0,506.0,6005.0,9663.1,4,0,17,1351.6280000000004,2233.714000000001,-297.06200000000104
2007-04-24,1032.0999999999997,135.26399999999984,235.34492361111103,4528.599999999988,1125.0,527.0,6680.0,8869.666666666662,4,1,17,1642.819999999997,1054.5659999999993,-610.7199999999973
2007-04-25,1264.1619999999996,164.7360000000001,234.94111111111096,5555.600000000019,0.0,1469.0,8812.0,10788.366666666667,4,2,17,1492.6309999999985,1032.0999999999997,-228.4689999999989
2007-04-26,1275.4660000000003,163.60599999999968,234.78729861111088,5650.199999999992,1324.0,1845.0,7163.0,10925.766666666685,4,3,17,1469.3250000000007,1264.1619999999996,-193.85900000000038
2007-04-27,1094.3319999999983,161.92799999999994,235.21616666666645,4769.999999999999,1772.0,545.0,4756.0,11165.866666666674,4,4,17,1363.2600000000016,1275.4660000000003,-268.9280000000033
2007-04-28,1113.6939999999993,163.74399999999991,235.180722222222,4850.399999999998,1772.0,563.0,4756.0,11470.566666666677,4,5,17,1615.6839999999986,1094.3319999999983,-501.9899999999993
2007-04-29,1113.6939999999993,163.74399999999991,235.180722222222,4850.399999999998,1772.0,563.0,4756.0,11470.566666666677,4,6,17,1608.8159999999975,1113.6939999999993,-495.12199999999825
2007-04-30,814.7799999999997,160.9599999999997,235.03644444444444,3613.399999999981,1214.0,853.0,3299.0,8213.666666666668,4,0,18,1351.6280000000004,1113.6939999999993,-536.8480000000006
2007-05-01,1663.8579999999988,181.60800000000032,234.6787013888885,7305.599999999998,4005.0,995.0,8546.0,14184.966666666673,5,1,18,1571.3680000000022,814.7799999999997,92.4899999999966
2007-05-02,1003.4860000000008,160.09199999999987,235.58207638888888,4523.799999999992,7.0,1490.0,3754.0,11473.76666666669,5,2,18,1426.7520000000022,1663.8579999999988,-423.26600000000144
2007-05-03,1090.2379999999994,150.94199999999984,235.134888888889,4762.999999999998,1906.0,1725.0,7836.0,6703.633333333335,5,3,18,1158.5780000000004,1003.4860000000008,-68.34000000000106
2007-05-04,998.1280000000024,174.73999999999955,235.71019444444428,4432.39999999998,2259.0,538.0,3990.0,9848.466666666647,5,4,18,1491.342000000001,1090.2379999999994,-493.2139999999986
2007-05-05,1563.0520000000022,174.10200000000026,235.03502083333356,6819.999999999994,2913.0,2493.0,11303.0,9341.86666666668,5,5,18,1563.0520000000022,998.1280000000024,0.0
2007-05-06,2102.1040000000007,182.33599999999947,234.40965277777784,9228.999999999996,3215.0,949.0,10095.0,20776.066666666648,5,6,18,1650.218999999999,1563.0520000000022,451.8850000000018
2007-05-07,1643.6640000000007,168.9179999999998,234.53697222222252,7172.600000000009,946.0,4935.0,9433.0,12080.4,5,0,19,1411.3020000000006,2102.1040000000007,232.36200000000008
2007-05-08,1789.292,181.61200000000028,234.90623611111172,7713.200000000024,4581.0,2011.0,8777.0,14452.533333333335,5,1,19,1571.3680000000022,1643.6640000000007,217.9239999999977
2007-05-09,1665.7359999999994,183.48399999999995,234.8737222222221,7280.800000000001,3018.0,5631.0,9474.0,9639.266666666672,5,2,19,1426.7520000000022,1789.292,238.9839999999972
2007-05-10,707.8840000000004,168.31400000000022,235.7962569444446,3177.799999999987,946.0,534.0,3261.0,7057.0666666666675,5,3,19,1158.5780000000004,1665.7359999999994,-450.6940000000001
2007-05-11,979.1539999999997,132.09599999999944,235.22975694444446,4359.800000000001,926.0,491.0,6471.0,8431.233333333337,5,4,19,1491.342000000001,707.8840000000004,-512.1880000000014
2007-05-12,1441.5659999999966,209.1720000000002,234.72290277777802,6279.2000000000135,2247.0,1075.0,10408.0,10296.099999999971,5,5,19,1563.0520000000022,979.1539999999997,-121.48600000000556
2007-05-13,1634.7379999999973,220.6700000000004,235.70870833333336,7155.600000000011,3612.0,2414.0,8958.0,12261.633333333348,5,6,19,1650.218999999999,1441.5659999999966,-15.481000000001586
